project,log_name,analysis_file,analysis_link,run_type,target,users,uses_table_from_file,population_nodes,uses_dummy_tables_flag,nextgen_tomw2_exit_code,nextgen_tomw2_overall_sec,nextgen_tomw3_exit_code,nextgen_tomw3_overall_sec,legacy_exit_code,legacy_overall_sec,nextgen_exit_code,nextgen_overall_sec,nextgen_old_exit_code,nextgen_old_overall_sec,legacy_batch0_found,legacy_batch0_raw_sec,legacy_batch0_populate_sec,legacy_batch0_engine_sec,legacy_batch0_accumulate_sec,legacy_batch0_total_sec,legacy_batch0_dps,nextgen_batch_improvement,found_diff_pct,tomw_improvements_batch0,tomw_improvements_batch1,tomw2_found_improvement,tomw3_improvements_batch0,tomw3_improvements_batch1,nextgen_batch0_found,nextgen_batch0_raw_sec,nextgen_batch0_populate_sec,nextgen_batch0_engine_sec,nextgen_batch0_accumulate_sec,nextgen_batch0_total_sec,nextgen_batch0_dps,nextgen_batch1_found,nextgen_batch1_raw_sec,nextgen_batch1_populate_sec,nextgen_batch1_engine_sec,nextgen_batch1_accumulate_sec,nextgen_batch1_total_sec,nextgen_batch1_dps,nextgen_tomw2_batch0_found,nextgen_tomw2_batch0_raw_sec,nextgen_tomw2_batch0_populate_sec,nextgen_tomw2_batch0_engine_sec,nextgen_tomw2_batch0_accumulate_sec,nextgen_tomw2_batch0_total_sec,nextgen_tomw2_batch0_dps,nextgen_tomw2_batch1_found,nextgen_tomw2_batch1_raw_sec,nextgen_tomw2_batch1_populate_sec,nextgen_tomw2_batch1_engine_sec,nextgen_tomw2_batch1_accumulate_sec,nextgen_tomw2_batch1_total_sec,nextgen_tomw2_batch1_dps,nextgen_tomw3_batch0_found,nextgen_tomw3_batch0_raw_sec,nextgen_tomw3_batch0_populate_sec,nextgen_tomw3_batch0_engine_sec,nextgen_tomw3_batch0_accumulate_sec,nextgen_tomw3_batch0_total_sec,nextgen_tomw3_batch0_dps,nextgen_tomw3_batch1_found,nextgen_tomw3_batch1_raw_sec,nextgen_tomw3_batch1_populate_sec,nextgen_tomw3_batch1_engine_sec,nextgen_tomw3_batch1_accumulate_sec,nextgen_tomw3_batch1_total_sec,nextgen_tomw3_batch1_dps,nextgen_old_batch0_found,nextgen_old_batch0_raw_sec,nextgen_old_batch0_populate_sec,nextgen_old_batch0_engine_sec,nextgen_old_batch0_accumulate_sec,nextgen_old_batch0_total_sec,nextgen_old_batch0_dps,nextgen_old_batch1_found,nextgen_old_batch1_raw_sec,nextgen_old_batch1_populate_sec,nextgen_old_batch1_engine_sec,nextgen_old_batch1_accumulate_sec,nextgen_old_batch1_total_sec,nextgen_old_batch1_dps
disparities-comparison,generate_dataset_older_adults_s3_specific_secondary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,12.09,0,7.25,0,2.47,0,20.57,0,24.02,8,0.83,0.22,2.38,1.42,2.47,3.24,32.09,191.62,62.49,47.27,187.04,-4.48,-77.13,374,2.39,0.19,1.67,2.06,6.3,59.33,494,1.66,0.13,4.53,1.91,8.23,60.0,377,2.37,0.2,2.38,1.94,6.9,54.62,1418,3.0,0.52,3.58,3.93,11.02,128.62,81,2.13,0.17,2.86,1.43,6.59,12.3,113,1.46,0.11,3.34,1.69,6.59,17.14,378,8.56,0.27,3.58,4.4,16.81,22.49,521,5.99,0.22,5.25,4.16,15.62,33.36
disparities-comparison,generate_flow_chart_data_infants_subgroup_s5.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,42,False,0,5.33,0,6.76,0,0.62,0,12.85,0,24.16,47,0.27,0.02,2.38,0.32,0.62,76.17,1.23,192.2,33.42,58.46,0.04,31.17,-0.21,2363,1.9,0.04,6.68,1.74,10.36,228.08,2392,1.15,0.2,3.1,1.09,5.53,432.25,2365,1.69,0.03,3.81,1.4,6.93,341.07,2393,1.01,0.12,3.34,1.06,5.53,432.86,2362,1.67,0.03,2.86,2.57,7.13,331.24,2387,1.04,0.02,2.15,1.41,4.62,517.08,2365,8.26,0.05,1.67,5.58,15.56,151.99,2369,6.14,0.04,3.1,4.05,13.32,177.82
disparities-comparison,generate_dataset_children_and_adolescents_s1_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.88,0,7.76,0,2.32,0,21.48,0,26.03,3,0.76,0.19,2.62,1.38,2.32,1.29,21.74,199.01,43.09,50.49,53.36,18.9,-56.35,1210,2.36,0.17,4.29,2.09,8.91,135.8,1473,1.59,0.28,3.34,2.29,7.49,196.61,1167,2.16,0.17,2.38,1.79,6.51,179.3,2259,2.85,0.63,3.1,4.19,10.77,209.84,512,2.15,0.15,3.1,1.83,7.23,70.85,643,1.56,0.26,5.01,1.7,8.53,75.35,1127,8.64,0.22,1.67,5.13,15.66,71.98,1400,6.53,0.34,3.34,4.92,15.13,92.51
disparities-comparison,generate_maternal_characteristics_s5_specific_primary.log,analysis/dataset_definition_mothers.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_mothers.py,dataset,10,Em Prestige,True,12,False,0,2.39,0,2.31,0,0.97,0,4.97,0,3.63,4712,0.13,0.01,2.62,0.83,0.97,4843.0,0.62,0.0,26.61,34.39,-0.06,-5.93,-0.08,4712,0.16,0.01,2.15,1.11,3.43,1374.61,4741,0.13,0.01,1.67,0.93,2.75,1727.12,4710,0.16,0.01,3.58,1.11,4.86,969.0,4738,0.13,0.01,3.34,0.95,4.43,1069.34,4708,0.16,0.01,2.38,1.08,3.63,1296.59,4737,0.13,0.01,3.1,0.92,4.16,1140.03,4710,0.16,0.02,2.62,1.87,4.67,1008.4,4739,0.12,0.07,2.62,1.37,4.18,1132.68
disparities-comparison,generate_maternal_characteristics_s7_sensitive_primary.log,analysis/dataset_definition_mothers.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_mothers.py,dataset,10,Em Prestige,True,12,False,0,2.39,0,2.27,0,0.93,0,4.96,0,3.5,4786,0.13,0.01,1.91,0.79,0.93,5133.81,0.44,0.0,-1.52,12.57,0.0,19.23,0.0,4786,0.16,0.01,4.05,1.13,5.35,893.99,4807,0.13,0.01,2.15,0.94,3.22,1491.81,4785,0.16,0.01,3.34,1.12,4.63,1033.29,4807,0.13,0.01,3.58,0.94,4.66,1031.57,4783,0.15,0.01,3.1,1.06,4.32,1106.08,4807,0.12,0.01,2.38,0.9,3.42,1407.44,4785,0.16,0.03,3.34,1.75,5.27,907.38,4807,0.13,0.07,2.15,1.34,3.69,1304.24
disparities-comparison,generate_dataset_children_and_adolescents_s3_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,13.1,0,7.84,0,2.31,0,21.9,0,27.02,3,0.79,0.14,2.38,1.37,2.31,1.3,17.64,199.03,54.2,43.79,59.09,19.18,-61.99,1230,2.29,0.33,2.62,2.39,7.63,161.25,1447,1.61,0.32,4.53,2.44,8.91,162.43,1223,2.19,0.17,3.34,2.21,7.91,154.58,2302,3.01,0.69,4.77,4.7,13.18,174.7,461,2.06,0.15,1.91,2.04,6.16,74.78,550,1.46,0.25,1.91,1.76,5.38,102.3,1144,8.36,0.22,1.91,6.17,16.65,68.69,1401,6.29,0.34,3.81,5.4,15.85,88.4
disparities-comparison,generate_dataset_infants_s1_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,123,False,0,13.43,0,9.23,0,3.38,0,25.42,0,28.37,0,1.11,0.3,2.62,1.97,3.38,0.0,3.33,,50.38,47.92,152.26,-9.15,-13.55,300,3.15,0.28,2.62,2.32,8.38,35.81,310,2.2,0.21,4.05,2.33,8.79,35.27,298,3.2,0.22,3.34,2.18,8.93,33.35,782,3.59,0.51,4.05,3.58,11.74,66.62,256,2.88,0.22,4.05,1.99,9.14,28.0,268,1.9,0.14,3.81,1.96,7.81,34.33,260,10.92,0.41,1.43,4.12,16.88,15.4,353,7.8,0.49,4.29,4.3,16.88,20.92
disparities-comparison,generate_dataset_infants_s1_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,123,False,0,13.38,0,9.27,0,3.42,0,24.81,0,29.35,0,1.1,0.33,4.53,1.99,3.42,0.0,-10.86,,49.44,48.17,175.63,27.03,-3.94,313,3.04,0.25,3.81,2.49,9.59,32.64,279,1.96,0.15,4.29,2.14,8.54,32.69,299,2.98,0.25,4.05,2.23,9.51,31.43,769,3.55,0.69,2.86,3.53,10.63,72.35,256,2.91,0.2,1.91,1.97,7.0,36.58,268,1.97,0.14,4.05,1.92,8.08,33.16,265,11.42,0.41,2.86,4.27,18.97,13.97,354,8.04,0.45,3.58,4.4,16.47,21.5
disparities-comparison,generate_dataset_infants_s7_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,123,False,0,13.79,0,9.5,0,3.36,0,24.73,0,28.23,3,1.08,0.29,3.1,1.99,3.36,0.89,3.23,197.25,57.23,43.35,97.99,-11.32,-9.62,433,3.12,0.22,1.91,2.26,7.51,57.66,447,1.99,0.15,3.81,2.34,8.29,53.91,465,3.22,0.22,3.1,2.33,8.87,52.4,885,3.58,0.48,5.01,3.79,12.85,68.86,378,2.95,0.21,3.1,2.09,8.36,45.22,404,1.9,0.14,2.62,2.05,6.71,60.22,389,11.05,0.43,1.91,4.17,17.56,22.15,489,7.62,0.45,2.38,4.19,14.64,33.41
disparities-comparison,generate_dataset_older_adults_s1_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,10.97,0,6.9,0,2.46,0,20.61,0,24.17,5,0.77,0.19,2.15,1.5,2.46,2.04,37.02,194.55,51.86,56.09,154.64,11.03,-73.19,362,2.21,0.21,2.86,1.91,7.19,50.34,496,1.52,0.37,2.62,2.05,6.56,75.61,368,2.04,0.15,3.81,1.64,7.64,48.14,1263,2.74,0.78,5.01,3.51,12.03,104.96,109,1.98,0.15,2.86,1.4,6.4,17.04,133,1.36,0.31,2.38,1.59,5.64,23.57,387,8.41,0.22,1.91,4.4,14.94,25.91,499,6.63,0.36,4.05,3.9,14.94,33.4
disparities-comparison,generate_dataset_children_and_adolescents_s5_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,13.22,0,8.03,0,2.33,0,22.28,0,27.06,10,0.79,0.15,2.62,1.39,2.33,4.29,20.88,196.52,53.21,50.88,56.75,19.5,-64.59,1140,2.4,0.19,2.62,2.66,7.87,144.83,1378,1.61,0.29,3.58,2.36,7.84,175.73,1103,2.22,0.16,1.67,2.28,6.33,174.16,2160,3.08,0.66,2.62,4.71,11.08,195.02,374,2.13,0.15,2.15,1.91,6.34,59.03,488,1.47,0.3,3.58,1.95,7.3,66.83,1092,8.36,0.22,2.15,6.09,16.82,64.92,1310,6.34,0.33,3.81,5.48,15.96,82.06
disparities-comparison,generate_maternal_characteristics_s1_sensitive_primary.log,analysis/dataset_definition_mothers.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_mothers.py,dataset,10,Em Prestige,True,12,False,0,2.27,0,2.23,0,0.91,0,5.01,0,3.46,4552,0.13,0.01,2.38,0.77,0.91,5004.41,0.77,0.0,-29.69,5.95,-0.07,26.05,-0.11,4552,0.16,0.01,3.58,1.09,4.84,940.29,4587,0.13,0.01,2.86,0.98,3.98,1151.7,4552,0.16,0.01,2.86,1.03,4.06,1120.14,4584,0.13,0.01,2.38,0.92,3.44,1331.94,4548,0.16,0.01,2.38,1.02,3.58,1270.43,4582,0.13,0.01,1.67,0.88,2.69,1703.41,4552,0.15,0.02,1.91,1.65,3.73,1219.45,4584,0.12,0.08,2.62,1.41,4.23,1082.46
disparities-comparison,generate_dataset_adults_s5_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,12.0,0,7.6,0,2.47,0,21.45,0,26.29,22,0.81,0.17,1.91,1.49,2.47,8.92,25.0,185.48,58.83,48.58,122.6,16.36,-74.93,584,2.27,0.18,2.62,2.22,7.3,80.04,730,1.89,0.46,3.58,2.52,8.45,86.37,575,2.15,0.17,3.34,1.92,7.58,75.83,1625,2.97,0.67,4.53,3.99,12.17,133.55,152,2.11,0.17,2.15,1.68,6.1,24.91,183,1.45,0.26,2.62,1.82,6.15,29.75,491,8.97,0.27,3.1,5.39,17.72,27.7,641,6.39,0.33,5.01,4.71,16.44,39.0
disparities-comparison,generate_dataset_infants_subgroup_s6_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,127,False,0,13.68,0,9.54,0,3.46,0,25.95,0,28.03,1,1.13,0.28,2.38,2.04,3.46,0.29,17.02,197.88,57.16,45.44,104.55,-16.02,-20.45,188,3.34,0.14,1.43,2.26,7.16,26.25,220,2.21,0.16,3.58,2.52,8.46,26.02,188,3.33,0.13,2.15,2.21,7.82,24.04,450,3.61,0.54,3.34,3.71,11.2,40.19,175,3.06,0.13,3.1,2.02,8.31,21.06,175,2.03,0.13,4.05,2.02,8.24,21.25,169,10.94,0.38,1.43,3.96,16.71,10.11,229,7.62,0.45,3.1,4.34,15.5,14.78
disparities-comparison,generate_dataset_adults_s4_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.09,0,7.27,0,2.46,0,20.46,0,26.19,12,0.8,0.18,2.86,1.47,2.46,4.88,27.31,191.34,38.01,40.6,115.07,42.33,-70.14,542,2.33,0.22,5.25,2.06,9.86,54.99,690,1.65,0.31,4.77,2.21,8.94,77.18,552,2.11,0.17,2.38,1.69,6.35,86.9,1484,2.81,0.67,4.05,3.54,11.07,134.03,165,2.09,0.16,1.91,1.52,5.68,29.03,206,1.45,0.25,3.58,1.69,6.96,29.6,500,8.91,0.21,1.91,4.87,15.9,31.45,674,6.56,0.43,3.1,4.96,15.05,44.78
disparities-comparison,generate_flow_chart_data_infants_subgroup_s8.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,42,False,0,5.19,0,6.77,0,0.63,0,12.48,0,23.44,44,0.28,0.02,2.62,0.33,0.63,69.68,0.49,192.35,57.43,51.77,-0.31,-1.66,-0.35,2258,1.94,0.03,2.86,1.53,6.36,354.86,2269,1.05,0.14,3.58,1.04,5.81,390.74,2267,1.69,0.03,1.67,1.35,4.73,479.29,2262,1.02,0.12,1.91,0.98,4.02,562.82,2271,1.7,0.03,2.15,2.6,6.47,351.07,2261,1.0,0.02,3.34,1.4,5.76,392.45,2259,7.95,0.05,1.67,5.28,14.95,151.11,2242,6.22,0.04,1.91,3.88,12.04,186.22
disparities-comparison,generate_flow_chart_data_infants_subgroup_s6.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,42,False,0,5.54,0,6.74,0,0.62,0,13.01,0,24.18,41,0.28,0.02,3.1,0.33,0.62,65.78,1.28,193.13,65.97,43.19,0.08,-29.77,-0.04,2347,2.02,0.03,1.91,1.56,5.52,425.08,2377,1.2,0.27,5.72,1.23,8.43,282.01,2346,1.79,0.03,3.81,1.46,7.09,330.72,2379,1.1,0.12,5.48,1.02,7.73,307.81,2345,1.69,0.03,2.86,2.59,7.16,327.29,2376,0.98,0.02,2.62,1.42,5.04,471.25,2346,8.27,0.04,2.38,5.53,16.22,144.6,2360,6.25,0.04,4.53,4.02,14.84,159.06
disparities-comparison,generate_dataset_older_adults_s8_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.31,0,6.76,0,2.45,0,19.64,0,23.66,43,0.8,0.16,4.29,1.49,2.45,17.55,25.0,111.79,49.6,61.39,348.95,27.81,-76.84,152,2.25,0.21,3.34,1.83,7.63,19.92,190,1.56,0.29,1.0,2.08,4.94,38.45,151,2.13,0.19,3.1,1.69,7.12,21.22,853,2.77,0.68,6.44,3.73,13.62,62.61,35,2.08,0.16,1.91,1.37,5.51,6.35,44,1.43,0.25,2.62,1.38,5.68,7.75,147,8.34,0.22,2.15,4.43,15.14,9.71,173,6.11,0.32,2.38,3.99,12.8,13.52
disparities-comparison,generate_dataset_adults_s3_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,12.39,0,7.52,0,2.41,0,20.94,0,26.43,13,0.8,0.16,3.1,1.45,2.41,5.39,26.17,192.54,57.93,40.1,101.97,21.73,-74.39,684,2.26,0.19,2.86,2.25,7.56,90.52,863,1.58,0.29,5.01,2.2,9.08,95.1,692,2.22,0.17,1.91,2.03,6.34,109.22,1743,2.93,0.66,2.62,4.27,10.48,166.26,184,2.14,0.15,1.91,1.71,5.91,31.11,221,1.46,0.28,4.29,1.68,7.71,28.67,601,8.86,0.23,3.34,5.54,17.96,33.46,770,6.53,0.32,3.58,4.73,15.15,50.83
disparities-comparison,generate_flow_chart_data_infants_subgroup_s1.log,analysis/dataset_definition_flow_chart.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart.py,dataset,10000,Em Prestige,False,42,False,0,5.52,0,6.97,0,0.64,0,12.46,0,23.93,54,0.29,0.03,3.58,0.32,0.64,84.31,1.16,191.23,60.08,66.61,0.04,-44.39,0.33,2410,1.97,0.03,2.62,1.59,6.21,388.0,2438,1.1,0.15,2.15,1.06,4.46,547.08,2407,1.89,0.03,3.1,1.47,6.49,370.79,2439,1.01,0.14,3.1,0.96,5.21,468.2,2413,1.69,0.03,4.53,2.72,8.97,269.04,2446,1.04,0.02,2.86,1.46,5.38,454.77,2415,8.35,0.05,1.67,5.5,15.56,155.2,2430,5.89,0.04,3.34,4.08,13.35,182.07
disparities-comparison,generate_dataset_older_adults_s4_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,10.67,0,7.1,0,2.44,0,20.2,0,24.74,6,0.76,0.19,4.05,1.5,2.44,2.46,38.91,190.87,52.92,46.58,216.81,17.22,-73.67,257,2.39,0.2,2.62,1.87,7.08,36.29,357,1.55,0.36,4.05,1.75,7.72,46.27,260,2.13,0.17,1.91,1.59,5.8,44.84,1131,2.72,0.66,5.01,3.29,11.68,96.83,79,1.97,0.17,2.38,1.34,5.86,13.48,94,1.47,0.32,3.34,1.73,6.86,13.71,292,8.9,0.22,1.67,4.25,15.04,19.41,402,6.74,0.33,3.34,4.04,14.44,27.83
disparities-comparison,generate_dataset_older_adults_s4_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.5,0,7.07,0,2.7,0,21.42,0,24.92,7,0.84,0.2,4.29,1.66,2.7,2.6,29.14,191.59,46.17,33.65,207.84,30.43,-77.67,326,2.54,0.25,3.34,2.01,8.13,40.08,421,1.59,0.37,5.25,2.15,9.36,45.0,325,2.18,0.17,2.15,1.86,6.35,51.21,1296,2.79,0.72,3.34,3.69,10.53,123.04,79,2.09,0.18,1.91,1.48,5.66,13.96,94,1.41,0.26,2.62,1.54,5.83,16.12,335,8.19,0.22,1.67,5.04,15.11,22.17,464,6.5,0.33,2.86,4.41,14.1,32.91
disparities-comparison,generate_dataset_children_and_adolescents_s4_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,12.03,0,7.64,0,2.39,0,20.07,0,25.88,4,0.77,0.19,3.58,1.43,2.39,1.68,17.39,198.59,51.11,37.98,57.75,15.18,-60.7,1127,2.26,0.16,3.1,1.97,7.49,150.38,1323,1.54,0.31,5.48,1.87,9.2,143.86,1104,2.21,0.15,2.38,1.84,6.59,167.54,2087,2.98,0.66,4.29,4.08,12.02,173.66,430,2.38,0.16,2.15,1.67,6.36,67.64,520,1.47,0.25,3.1,1.61,6.43,80.9,989,8.37,0.22,1.67,5.08,15.33,64.51,1253,6.88,0.32,2.86,4.76,14.83,84.5
disparities-comparison,generate_dataset_older_adults_s2_sensitive_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,86,False,0,11.77,0,7.04,0,2.51,0,20.95,0,25.94,6,0.82,0.17,3.81,1.52,2.51,2.39,34.69,193.97,61.58,47.08,164.2,15.74,-77.65,392,2.27,0.19,2.15,2.04,6.65,58.95,528,1.84,0.48,4.77,2.26,9.35,56.47,399,2.15,0.17,2.38,1.91,6.61,60.32,1395,2.74,0.71,3.34,3.99,10.78,129.41,99,2.02,0.16,1.91,1.52,5.6,17.67,118,1.41,0.26,2.38,1.57,5.62,20.99,399,8.41,0.22,3.34,5.34,17.31,23.05,521,6.62,0.37,5.96,4.72,17.67,29.49
disparities-comparison,generate_dataset_infants_s4_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,123,False,0,13.43,0,9.25,0,3.38,0,24.46,0,29.03,0,1.11,0.27,3.81,2.0,3.38,0.0,-2.55,,59.22,51.93,138.37,14.35,-10.76,353,2.98,0.26,2.15,2.51,7.89,44.73,344,1.97,0.14,3.1,2.38,7.59,45.34,345,3.09,0.24,1.91,2.1,7.35,46.97,820,3.59,0.47,5.25,3.79,13.09,62.64,284,2.92,0.23,1.67,1.95,6.76,42.02,307,1.94,0.13,4.05,1.95,8.07,38.05,286,11.35,0.42,3.34,4.24,19.35,14.78,364,8.01,0.43,3.1,4.24,15.78,23.06
disparities-comparison,generate_dataset_infants_s2_specific_primary.log,analysis/dataset_definition.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition.py,dataset,10,Em Prestige,False,123,False,0,13.49,0,9.23,0,3.35,0,24.58,0,29.55,0,1.11,0.28,2.86,1.95,3.35,0.0,-9.18,,46.12,36.45,163.41,3.47,-3.83,316,3.36,0.26,4.05,2.27,9.95,31.77,287,2.13,0.14,5.01,2.12,9.4,30.52,303,3.11,0.28,1.91,2.09,7.39,41.01,756,3.48,0.71,2.62,3.67,10.48,72.11,271,2.89,0.2,4.53,1.99,9.6,28.22,276,1.93,0.13,4.05,1.94,8.06,34.26,274,11.43,0.52,2.15,4.37,18.46,14.84,351,8.06,0.44,1.91,4.39,14.8,23.72
disparities-comparison,generate_flow_chart_data_mothers_s8.log,analysis/dataset_definition_flow_chart_mothers.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_flow_chart_mothers.py,dataset,10,Em Prestige,True,17,False,0,1.18,0,1.18,0,0.49,0,2.95,0,1.88,4879,0.12,0.02,2.86,0.35,0.49,10049.24,-23.51,0.0,-13.8,-5.39,-0.03,-12.41,-0.05,4879,0.24,0.02,2.86,0.39,3.5,1392.5,3732,0.2,0.02,2.38,0.37,2.97,1254.8,4877,0.23,0.02,3.34,0.36,3.94,1237.26,3731,0.2,0.01,2.62,0.35,3.18,1173.36,4877,0.24,0.02,3.34,0.35,3.94,1238.25,3730,0.2,0.01,3.1,0.34,3.66,1018.27,4877,0.22,0.03,2.15,0.68,3.08,1583.96,3731,0.2,0.03,1.91,0.69,2.82,1322.1
disparities-comparison,generate_maternal_characteristics_s8_sensitive_primary.log,analysis/dataset_definition_mothers.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_mothers.py,dataset,10,Em Prestige,True,12,False,0,2.36,0,2.28,0,0.97,0,4.92,0,3.54,4813,0.13,0.02,2.86,0.82,0.97,4957.63,0.69,0.0,-108.34,21.75,-0.02,59.48,-0.04,4813,0.16,0.01,8.82,1.09,10.08,477.24,4846,0.13,0.01,2.38,0.92,3.44,1408.5,4813,0.16,0.01,2.62,1.12,3.91,1229.69,4845,0.13,0.01,2.62,0.92,3.68,1315.21,4811,0.16,0.01,2.86,1.05,4.09,1177.41,4844,0.12,0.01,1.43,0.91,2.47,1957.35,4813,0.16,0.03,2.86,1.8,4.84,994.29,4845,0.12,0.07,2.86,1.35,4.4,1101.86
disparities-comparison,generate_maternal_characteristics_s6_specific_primary.log,analysis/dataset_definition_mothers.py,https://github.com/opensafely/disparities-comparison/blob/94ad98582fd3604d75c359145160947c4f31a9ac/analysis/dataset_definition_mothers.py,dataset,10,Em Prestige,True,12,False,0,2.32,0,2.32,0,0.99,0,5.18,0,3.54,4758,0.14,0.02,2.86,0.84,0.99,4808.9,0.34,0.0,-58.38,-65.76,-0.02,46.54,-0.06,4758,0.17,0.02,5.96,1.16,7.3,651.57,4774,0.13,0.01,5.72,1.02,6.89,693.16,4756,0.16,0.01,2.86,1.09,4.12,1153.88,4773,0.13,0.01,1.43,0.91,2.48,1922.44,4754,0.15,0.01,2.62,1.11,3.9,1217.89,4771,0.12,0.01,1.91,0.89,2.94,1624.48,4756,0.16,0.03,2.62,1.81,4.61,1031.51,4773,0.12,0.07,2.62,1.35,4.16,1148.71
