project,log_name,method,analysis_file,run_type,target,overall_sec,exit_code,source_log,uses_dummy_tables_flag,reason
open-pathology,generate_dataset_test_alt_mtx_ref.log,nextgen,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-dummy-data/open-pathology/metadata/generate_dataset_test_alt_mtx_ref.log,,exit_code_10
open-pathology,generate_dataset_test_alt_mtx_ref.log,nextgen_old,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-old/open-pathology/metadata/generate_dataset_test_alt_mtx_ref.log,,exit_code_10
open-pathology,generate_dataset_test_alt_mtx_ref.log,nextgen_tomw2,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-tomw2/open-pathology/metadata/generate_dataset_test_alt_mtx_ref.log,,exit_code_10
open-pathology,generate_dataset_test_alt_mtx_ref.log,nextgen_tomw3,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/tomw3/open-pathology/metadata/generate_dataset_test_alt_mtx_ref.log,,exit_code_10
open-pathology,generate_dataset_test_rbc.log,legacy,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/legacy-dummy-data/open-pathology/metadata/generate_dataset_test_rbc.log,,exit_code_10
open-pathology,generate_dataset_test_rbc.log,nextgen,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-dummy-data/open-pathology/metadata/generate_dataset_test_rbc.log,,exit_code_10
open-pathology,generate_dataset_test_rbc.log,nextgen_old,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-old/open-pathology/metadata/generate_dataset_test_rbc.log,,exit_code_10
open-pathology,generate_dataset_test_rbc.log,nextgen_tomw2,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-tomw2/open-pathology/metadata/generate_dataset_test_rbc.log,,exit_code_10
open-pathology,generate_dataset_test_rbc.log,nextgen_tomw3,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/tomw3/open-pathology/metadata/generate_dataset_test_rbc.log,,exit_code_10
open-pathology,generate_dataset_test_hba1c_numeric.log,legacy,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/legacy-dummy-data/open-pathology/metadata/generate_dataset_test_hba1c_numeric.log,,exit_code_10
open-pathology,generate_dataset_test_hba1c_numeric.log,nextgen,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-dummy-data/open-pathology/metadata/generate_dataset_test_hba1c_numeric.log,,exit_code_10
open-pathology,generate_dataset_test_hba1c_numeric.log,nextgen_old,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-old/open-pathology/metadata/generate_dataset_test_hba1c_numeric.log,,exit_code_10
open-pathology,generate_dataset_test_hba1c_numeric.log,nextgen_tomw2,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-tomw2/open-pathology/metadata/generate_dataset_test_hba1c_numeric.log,,exit_code_10
open-pathology,generate_dataset_test_hba1c_numeric.log,nextgen_tomw3,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/tomw3/open-pathology/metadata/generate_dataset_test_hba1c_numeric.log,,exit_code_10
open-pathology,generate_dataset_test_vit_d_ref.log,legacy,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/legacy-dummy-data/open-pathology/metadata/generate_dataset_test_vit_d_ref.log,,exit_code_10
open-pathology,generate_dataset_test_vit_d_ref.log,nextgen,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-dummy-data/open-pathology/metadata/generate_dataset_test_vit_d_ref.log,,exit_code_10
open-pathology,generate_dataset_test_vit_d_ref.log,nextgen_old,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-old/open-pathology/metadata/generate_dataset_test_vit_d_ref.log,,exit_code_10
open-pathology,generate_dataset_test_vit_d_ref.log,nextgen_tomw2,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-tomw2/open-pathology/metadata/generate_dataset_test_vit_d_ref.log,,exit_code_10
open-pathology,generate_dataset_test_vit_d_ref.log,nextgen_tomw3,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/tomw3/open-pathology/metadata/generate_dataset_test_vit_d_ref.log,,exit_code_10
open-pathology,generate_dataset_test_vit_d.log,legacy,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/legacy-dummy-data/open-pathology/metadata/generate_dataset_test_vit_d.log,,exit_code_10
open-pathology,generate_dataset_test_vit_d.log,nextgen,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-dummy-data/open-pathology/metadata/generate_dataset_test_vit_d.log,,exit_code_10
open-pathology,generate_dataset_test_vit_d.log,nextgen_old,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-old/open-pathology/metadata/generate_dataset_test_vit_d.log,,exit_code_10
open-pathology,generate_dataset_test_vit_d.log,nextgen_tomw2,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-tomw2/open-pathology/metadata/generate_dataset_test_vit_d.log,,exit_code_10
open-pathology,generate_dataset_test_vit_d.log,nextgen_tomw3,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/tomw3/open-pathology/metadata/generate_dataset_test_vit_d.log,,exit_code_10
open-pathology,generate_dataset_test_chol.log,legacy,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/legacy-dummy-data/open-pathology/metadata/generate_dataset_test_chol.log,,exit_code_10
open-pathology,generate_dataset_test_chol.log,nextgen,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-dummy-data/open-pathology/metadata/generate_dataset_test_chol.log,,exit_code_10
open-pathology,generate_dataset_test_chol.log,nextgen_old,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-old/open-pathology/metadata/generate_dataset_test_chol.log,,exit_code_10
open-pathology,generate_dataset_test_chol.log,nextgen_tomw2,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/nextgen-tomw2/open-pathology/metadata/generate_dataset_test_chol.log,,exit_code_10
open-pathology,generate_dataset_test_chol.log,nextgen_tomw3,analysis/dataset_definition.py,dataset,,,10,/home/wavy/bennett/opensafely-sysadmin/dummy-bench/logs/tomw3/open-pathology/metadata/generate_dataset_test_chol.log,,exit_code_10
